generic_name,status,availability,shortage_reason,dosage_form,company_name,initial_posting_date,update_type,therapeutic_category,year,month,risk,generic_name_encoded,shortage_reason_encoded,dosage_form_encoded,company_name_encoded,update_type_encoded,therapeutic_category_encoded,production_drop_3m,import_dependency,demand_surge,days_since_last_shortage,manufacturer_shortage_history,price_increase_pct
Lasmiditan Succinate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Eli Lilly and Co.,2025-11-03,New,Neurology,2025,11,1,126,8,24,33,0,10,35.159826538250876,78.36066921557861,1,30.0,10.604172136863804,43.057067163227
Acetaminophen; Oxycodone Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Endo Pharmaceuticals, Inc.",2025-11-03,New,Analgesia/Addiction,2025,11,1,0,8,24,35,0,0,2.9326678765225296,58.24660304863464,0,246.66868947691543,0.0,18.144242447922704
Atropine Sulfate Injection,Current,Unavailable,Discontinuation of the manufacture of the drug,Injection,"Hospira, Inc., a Pfizer Company",2012-01-01,Reverified,Anesthesia,2012,1,0,20,2,8,54,1,1,0.0,46.584810948242385,0,320.69669880865985,0.0,31.146982697873014
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2018-02-20,Reverified,Anesthesia,2018,2,0,31,8,8,54,1,1,32.77157209061928,40.33140266217466,0,552.9308752583947,7.972555711436673,17.78275602386344
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Available,Unknown,"Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,2023-07-14,Reverified,Psychiatry,2023,7,0,133,8,25,116,1,15,74.85999034865581,24.057793879510818,1,1187.0800596385266,8.7268136774672,36.06369415061881
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2022-10-12,Revised,Psychiatry,2022,10,0,12,8,24,117,2,15,24.878581769202132,46.704571407414974,1,284.4153322703034,1.4096282884348197,31.292724968004066
Dextrose Monohydrate 5% Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2022-02-14,Revised,Endocrinology/Metabolism,2022,2,0,64,8,8,20,2,6,41.76981548903284,50.670555883140516,0,141.69420118849047,4.2066808501685635,15.00027508237994
Carboplatin Injection,Current,Available,Unknown,Injection,"Teva Pharmaceuticals USA, Inc.",2023-04-28,Revised,Oncology,2023,4,0,38,8,8,117,2,11,26.6365871709513,17.681267339404265,0,249.92636804391574,6.136569755509829,13.920484087949855
Cromolyn Sodium Concentrate,Current,Available,Unknown,Concentrate,Micro Labs LTD,2023-11-03,Reverified,Pulmonary/Allergy,2023,11,0,54,8,2,75,1,16,23.022206936177145,52.351881179387746,1,553.6706686607401,3.311872937905735,27.304409591445175
Doxycycline Hyclate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-13,New,Anti-Infective,2025,6,1,73,8,24,117,0,2,43.38152965975537,41.58430092585553,1,706.0224109286954,4.449601274163333,10.168909405930885
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Available,Unknown,Tablet,"Vertical Pharmaceuticals, LLC",2023-07-26,Reverified,Psychiatry,2023,7,0,142,8,24,123,1,15,19.194509116226975,3.028233726697401,0,754.92082457434,4.032799039729569,22.859488934468164
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,SpecGx LLC,2022-10-12,Reverified,Psychiatry,2022,10,0,12,8,24,109,1,15,30.34784628143806,26.071529762850957,0,789.6977993819931,0.0,14.663051331051838
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Available,Unknown,"Tablet, Chewable","Sun Pharmaceutical Industries, Inc.",2023-07-14,Revised,Psychiatry,2023,7,0,133,8,25,113,2,15,31.43395612392027,35.90067826472382,0,839.2307056641912,2.966016142113945,25.521539722352195
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Somerset Therapeutics, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,8,8,108,1,1,11.638190927139025,86.52912846148419,0,402.3907268843906,4.037095285409598,17.58473636506371
Clonazepam Tablet,Current,Information pending,Unknown,Tablet,Rubicon Research Private Limited,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,100,1,10,44.840846990730455,57.244168739742676,1,1218.5990643094226,4.309365502324169,9.611282339143006
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,"Par Health, USA LLC",2020-04-10,Revised,Anesthesia,2020,4,0,62,8,8,91,2,1,21.500804866091826,15.619405479802388,1,375.8310175944325,0.0,36.579603611054175
Dobutamine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hainan Poly Pharm. Co., Ltd.",2017-11-06,Reverified,Cardiovascular,2017,11,0,69,8,8,51,1,4,9.885096810143105,55.69279836718801,1,538.2692017193182,6.261081698662032,23.593343558650723
Insulin Aspart Injection,To Be Discontinued,Unknown,Unknown,Injection,"Novo Nordisk, Inc.",2025-07-21,New,Endocrinology/Metabolism,2025,7,1,112,8,8,86,0,6,35.73019687140807,10.95931224335596,0,953.5394751204421,4.388480958688284,19.19621937021709
Riboflavin 5-phosphate  Ophthalmic Solution,To Be Discontinued,Unknown,Unknown,Ophthalmic Solution,Glaukos Corporation,2026-01-20,New,Ophthalmology,2026,1,1,200,8,13,48,0,12,7.030640364179256,68.81920318551562,1,698.248759795718,0.8338413359747987,26.29983117831207
Adalimumab-adaz Injection,To Be Discontinued,Unknown,Unknown,Injection,Sandoz Inc.,2026-01-13,New,Rheumatology,2026,1,1,1,8,8,103,0,19,25.563623147382565,34.63525766000667,0,30.0,9.397192702070958,0.0
Methotrexate Sodium Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-03-13,Reverified,Rheumatology,2023,3,0,140,8,8,54,1,19,24.81762006711593,42.94000384773824,0,501.9725406038985,2.9602462551435424,51.3527723714909
Midazolam Hydrochloride Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2020-04-02,Reverified,Anesthesia,2020,4,0,146,8,8,42,1,1,46.71791131663156,74.16752624592817,0,801.6876646302703,3.155057853235208,20.370316458284876
Naltrexone Hydrochloride Tablet,Resolved,Unknown,Unknown,Tablet,"Sun Pharmaceutical Industries, Inc.",2024-02-29,Revised,Analgesia/Addiction,2024,2,0,154,8,24,113,2,0,34.49396465759906,16.6824014911465,0,30.0,5.92512773557398,0.0
Pilocarpine Hydrochloride Ophthalmic Solution,To Be Discontinued,Unknown,Unknown,Ophthalmic Solution,AbbVie Inc.,2026-03-24,New,Ophthalmology,2026,3,1,180,8,13,0,0,12,24.49946082509712,14.263399927514193,1,762.7424782951452,9.652003412709574,37.95641789388434
Triazolam Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Pfizer Inc.,2025-09-29,New,Psychiatry,2025,9,1,230,8,24,92,0,15,41.355325984005745,32.16081482038789,0,636.5538790047086,6.043118788133565,8.729172459756883
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,Slayback Pharma,2020-04-10,Reverified,Anesthesia,2020,4,0,62,8,8,106,1,1,52.804150980346265,67.84433472242496,0,914.3721693479806,6.478329510081611,35.65570029914196
Dextrose Monohydrate 50% Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2022-01-13,Reverified,Endocrinology/Metabolism,2022,1,0,65,8,8,54,1,6,36.156206127037244,11.574386339509466,0,257.82403718147566,0.9951344035288061,21.823512315689737
Heparin Sodium Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2017-11-14,Reverified,Hematology,2017,11,0,103,8,8,54,1,8,25.207052396867613,0.0,0,848.5626954562357,4.260879106111508,0.0
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,"Epic Pharma, LLC",2022-10-12,Reverified,Psychiatry,2022,10,0,12,8,24,36,1,15,0.0,35.074505115002026,0,555.862886590291,2.403214821485273,23.918925629077762
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Limited Availability,Demand increase for the drug,Tablet,"Trigen Laboratories, LLC",2023-07-26,Reverified,Psychiatry,2023,7,0,142,1,24,121,1,15,3.6977267384925483,57.138297598040246,0,1118.1176064183007,6.1123895441478275,22.815641721918873
Adefovir Dipivoxil Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Apotex Corp.,2025-07-29,New,Antiviral,2025,7,1,4,8,24,12,0,3,18.895505912906646,71.40575849425424,1,1475.1174782346638,6.390897386529775,37.2765720408031
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Limited Availability,Shortage of an active ingredient,Tablet,"Lannett Company, Inc.",2022-10-12,Reverified,Psychiatry,2022,10,0,12,6,24,65,1,15,12.809755956814337,34.810450034121224,0,1038.4156536683934,8.899688549559823,27.83245805582626
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Torrent Pharma Inc.,2025-06-13,New,Cardiovascular,2025,6,1,11,8,24,119,0,4,21.26057394029108,35.94861464344795,0,668.1815373378786,0.0,1.4088252941736314
Dextrose Monohydrate 5% Injection,Current,Available,Unknown,Injection,Otsuka ICU Medical LLC,2022-02-14,Reverified,Endocrinology/Metabolism,2022,2,0,64,8,8,89,1,6,26.132998497942143,70.38581615362644,0,1312.3513986216317,2.10826551305104,35.0340390892777
Dextrose Monohydrate 5% Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2022-02-14,Reverified,Endocrinology/Metabolism,2022,2,0,64,8,8,20,1,6,35.593855087134614,3.8656826067007444,1,711.2173145837943,7.900746832756125,13.78903350799516
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Limited Availability,Other,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Revised,Anesthesia,2012,2,0,78,3,8,54,2,1,23.590024438818176,36.452542945973796,0,182.2190002670843,0.0,45.803979632824024
Lidocaine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,Eugia US LLC,2018-02-20,Revised,Anesthesia,2018,2,0,128,1,8,38,2,1,34.730032876524035,49.18932557835127,0,486.25434256694865,6.416953098681015,14.678301689744643
Liraglutide Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-07-18,Revised,Endocrinology/Metabolism,2023,7,0,131,8,8,53,2,6,26.289488296202403,54.88281186827075,0,766.5852652032506,7.402001502444248,16.83062963310116
Methotrexate Sodium Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-03-13,Reverified,Rheumatology,2023,3,0,140,8,8,53,1,19,0.0,33.78425274980059,0,789.0839544670224,3.914980463900619,7.671195011393712
Midodrine Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-04-28,New,Cardiovascular,2025,4,1,147,8,24,122,0,4,6.213292123624914,45.75770225752851,0,106.15728856731914,0.0,12.521029464887388
Morphine Sulfate Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2017-11-03,Revised,Analgesia/Addiction,2017,11,0,151,8,8,53,2,0,22.11824888556769,0.0,1,117.2636997391146,3.635440965399286,8.555889750018274
Fentanyl Citrate Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2012-01-01,Revised,Analgesia/Addiction,2012,1,0,88,3,8,42,2,0,0.8061051431778488,30.518534928655335,1,380.5415538265531,8.37604401237617,37.64673238049408
Rocuronium Bromide Injection,Current,Available,Unknown,Injection,Eugia US LLC,2023-02-15,Revised,Anesthesia,2023,2,0,205,8,8,38,2,1,36.99857459992409,54.97719167619828,0,687.0902647096666,8.617052125766248,0.027375506683210205
Atropine Sulfate Injection,Current,Available,Unknown,Injection,"American Regent, Inc.",2012-01-01,Reverified,Anesthesia,2012,1,0,20,8,8,8,1,1,55.61501664687395,23.38953124639705,1,731.8968924579717,4.623641130333072,32.068694536064626
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2022-10-12,Revised,Psychiatry,2022,10,0,12,8,24,117,2,15,49.375237033946334,46.29765287497114,1,549.4567934366837,1.0682869338557177,32.42990182276597
Quinapril/Hydrochlorothiazide Tablet,Current,Available,Unknown,Tablet,Chartwell Molecular Holdings LLC,2023-01-19,Reverified,Cardiovascular,2023,1,0,197,8,24,23,1,4,20.73114258139584,54.831195017659354,0,207.94994326882335,9.215191582148233,40.66321284419862
Dobutamine Hydrochloride Injection,Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2017-11-06,Revised,Cardiovascular,2017,11,0,69,3,8,54,2,4,54.81452273699904,37.463917581129174,0,1107.9300300567559,6.462768637329128,20.656422926599028
Sufentanil Citrate Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2022-05-03,Reverified,Analgesia/Addiction,2022,5,0,217,8,8,54,1,0,27.97334914404223,48.75020296192456,0,124.7796783549361,1.2654700939693844,4.599593628885753
Oseltamivir Phosphate Capsule,To Be Discontinued,Unknown,Unknown,Capsule,"Genentech, Inc",2025-07-08,New,Antiviral,2025,7,1,163,8,0,44,0,3,18.258280577639212,23.81988356373853,0,955.8192606988165,5.027556913421524,17.423629289600573
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,Kindos Pharmaceuticals Co. Ltd.,2018-02-20,Reverified,Anesthesia,2018,2,0,31,8,8,63,1,1,12.731946729181205,40.454551846686975,1,758.5881492076279,4.890245442934474,28.920477949712183
Ethinyl Estradiol; Ethinyl Diacetate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-13,New,Reproductive,2025,6,1,82,8,24,117,0,18,18.950606270237433,58.4247557309629,1,948.1163063551049,2.0896146953513286,21.27094907750207
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,Sintetica US,2012-02-22,Reverified,Anesthesia,2012,2,0,128,8,8,105,1,1,17.236463629175425,48.45340514130555,1,344.44834747697905,5.044320444144132,25.500916282787195
Dextrose Monohydrate 10% Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2022-03-01,Reverified,Endocrinology/Metabolism,2022,3,0,63,8,8,20,1,6,28.408324447509756,32.09631206959342,1,450.0710306687785,7.318560514371644,40.479292038370495
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Reverified,Anesthesia,2012,2,0,128,8,8,54,1,1,28.21147962099729,49.93276089439745,0,519.2648950483652,3.1112524037072813,28.730050316429242
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2016-10-14,Reverified,Anesthesia,2016,10,0,78,8,8,42,1,1,25.06092040306829,60.7214153940056,0,333.2607837894697,7.624807274764163,22.97662292796283
Glyburide Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-10,New,Endocrinology/Metabolism,2025,6,1,100,8,24,117,0,6,33.738763394927,0.0,1,578.8404587232844,0.0,0.0
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2017-10-25,Reverified,Cardiovascular,2017,10,0,128,8,8,20,1,4,48.81292549572683,70.49962942902975,0,1052.6813096249227,10.654800979362598,8.242241230179243
Methylprednisolone Acetate Injection,Current,Unavailable,Shortage of an active ingredient,Injection,Sagent Pharmaceuticals,2021-12-15,Reverified,Rheumatology,2021,12,0,143,6,8,101,1,19,43.991082708826475,37.60239574901642,1,46.108153491209464,4.172053809939045,13.929873227087175
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,8,8,42,1,1,0.0,54.360778531285064,1,269.97590212611846,7.219062984410867,0.0
Etomidate Injection,Current,Available,Unknown,Injection,"Caplin Steriles, Ltd.",2022-10-05,Reverified,Anesthesia,2022,10,0,85,8,8,22,1,1,0.0,71.33943232019502,1,231.98913845281032,4.655834459604117,3.3609712029924914
Rocuronium Bromide Injection,Current,Unavailable,Demand increase for the drug,Injection,Eugia US LLC,2023-02-15,Revised,Anesthesia,2023,2,0,205,1,8,38,2,1,43.68639822478548,14.823178660929749,1,466.95360825238333,1.5294321494290686,15.973211582048538
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2018-02-20,Revised,Anesthesia,2018,2,0,31,8,8,54,2,1,0.0,29.392297946593974,0,452.56580585739516,3.8908701290214873,18.414229629483543
Amino Acid Injection,Current,Unavailable,Shortage of an active ingredient,Injection,Otsuka ICU Medical LLC,2020-12-08,Reverified,Gastroenterology,2020,12,0,9,6,8,89,1,7,20.504691962146328,38.65192869073449,1,770.3101045542471,0.0,27.587153984654893
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,Granules Pharmaceuticals Inc.,2022-10-12,Reverified,Psychiatry,2022,10,0,12,8,24,49,1,15,1.5977394788128088,27.757422535262577,1,511.8030860224813,6.065160792138429,16.9206110892291
Oxaliplatin Injection,To Be Discontinued,Unknown,Unknown,Injection,Sandoz Inc.,2025-10-20,New,Oncology,2025,10,1,164,8,8,103,0,11,0.0,83.16860466840978,0,606.0091468517559,4.581293735934461,23.720609643437072
"Potassium Citrate Tablet, Extended Release",To Be Discontinued,Unknown,Unknown,Tablet,Watson Pharma Private Limited,2025-07-17,New,Renal,2025,7,1,189,8,24,126,0,17,35.82925456409576,26.15101393581056,1,639.4568159292003,3.4253285245952663,13.733158263814019
Ropivacaine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,"Fresenius Kabi USA, LLC",2018-03-23,Revised,Anesthesia,2018,3,0,206,1,8,42,2,1,40.183103206052934,32.777970851288934,0,585.891421422034,6.258098713226913,20.630198443302124
Carboplatin Injection,Current,Available,Unknown,Injection,"Teva Pharmaceuticals USA, Inc.",2023-04-28,Revised,Oncology,2023,4,0,38,8,8,117,2,11,13.469791985465612,49.49655869526549,1,746.1595715101571,4.112569784779579,26.764592161275615
Clonazepam Tablet,Current,Available,Unknown,Tablet,"Prinston Pharmaceutical, Inc.",2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,95,1,10,0.0,18.552710426326044,0,457.1868162535392,5.820489616847723,42.08945375994587
Amino Acid Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2020-12-08,Reverified,Gastroenterology,2020,12,0,9,8,8,20,1,7,14.075111034950345,36.29502434136219,0,1076.2289386262491,6.8869497366404335,12.280357878481805
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,B. Braun Medical Inc.,2017-10-25,Reverified,Cardiovascular,2017,10,0,128,8,8,18,1,4,32.83608010805093,51.98397174750385,0,1389.5669463515774,2.3523155815138046,22.162729872633935
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Available,Unknown,"Tablet, Chewable","Sun Pharmaceutical Industries, Inc.",2023-07-14,Revised,Psychiatry,2023,7,0,133,8,25,113,2,15,0.0,37.67707110358475,1,747.1808411684744,1.4937691528245254,33.03691305827291
Baclofen Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-04-23,New,Neurology,2025,4,1,25,8,24,122,0,10,28.667198395583114,42.94548910420114,0,579.7969072981714,0.0,0.0
Allopurinol Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2026-02-19,New,Oncology,2026,2,1,6,8,24,117,0,11,24.693803016540087,33.35469352613584,0,718.6038082610353,4.367682396483575,49.96739187540696
Gemfibrozil Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Pfizer Inc.,2026-02-10,New,Endocrinology/Metabolism,2026,2,1,98,8,24,92,0,6,36.58582999202177,11.681653198023128,0,114.63841994072453,5.3562918653520635,37.68546128887921
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,Sintetica US,2012-02-22,Reverified,Anesthesia,2012,2,0,128,8,8,105,1,1,27.391607368283065,52.07505064946325,1,563.0369136128952,0.02915380453288119,0.0
Methylprednisolone Acetate Injection,Current,Available,Unknown,Injection,Sagent Pharmaceuticals,2021-12-15,Reverified,Rheumatology,2021,12,0,143,8,8,101,1,19,5.538621182368889,83.60852757623931,0,244.036387567987,8.26113954408505,25.570727624051596
Atropine Sulfate Injection,Current,Available,Unknown,Injection,"Amphastar Pharmaceuticals, Inc.",2020-01-01,Reverified,Anesthesia,2020,1,0,20,8,8,11,1,1,48.93143003328983,45.40483587723564,0,678.4919210341155,1.5329935859418278,11.533198492038267
Triamcinolone Acetonide Injection,Current,Limited Availability,Requirements related to complying with good manufacturing practices,Injection,"Harrow Eye, LLC",2021-09-27,Reverified,Ophthalmology,2021,9,0,228,5,8,52,1,12,21.8294085394606,49.95581057944609,1,245.77424220799844,0.0,14.039779521228333
Lorazepam Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2018-05-03,Reverified,Neurology,2018,5,0,134,8,8,42,1,10,24.453909209801363,60.239900612570906,0,379.3278941243864,8.484468699676981,25.257522452331564
Meperidine Hydrochloride Injection,Current,Unavailable,Shortage of an active ingredient,Injection,"Hikma Pharmaceuticals USA, Inc.",2025-05-30,Reverified,Analgesia/Addiction,2025,5,0,137,6,8,53,1,0,6.33464081853608,17.07472907597262,1,30.0,0.0,35.755993038116586
Bumetanide Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-05-02,New,Cardiovascular,2025,5,1,30,8,24,122,0,4,16.134354976169796,82.45532247885131,0,89.36400851831621,6.892536320150276,13.011905867400719
Hydrocortisone Sodium Succinate Injection,Resolved,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-03-24,Revised,Pulmonary/Allergy,2023,3,0,107,8,8,54,2,16,7.303945719461982,49.451233521301646,1,624.2058310276163,6.1633585626275575,13.213276913245895
Lisdexamfetamine Dimesylate Capsule,Current,Available,Unknown,Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",2023-07-14,Reverified,Psychiatry,2023,7,0,132,8,0,79,1,15,21.54107880153154,80.90085177996039,0,195.90387258854935,4.958662303659631,25.582501435491626
Omeprazole Delayed Release Capsule,To Be Discontinued,Unknown,Unknown,Unknown,Sandoz Inc.,2025-10-09,New,Gastroenterology,2025,10,1,162,8,29,103,0,7,59.23416960284687,28.873274098472233,0,872.3208943249518,2.431675155350309,28.579344829587495
Dopamine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2017-11-06,Reverified,Cardiovascular,2017,11,0,71,8,8,54,1,4,0.0,84.99736229627214,1,166.13881905534066,5.508391883576731,4.89302942293879
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Limited Availability,Other,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Revised,Anesthesia,2012,2,0,78,3,8,54,2,1,0.0,62.05342086876523,0,658.6390754500198,7.145454621113652,45.85509352537932
Adalimumab-adaz Injection,To Be Discontinued,Unknown,Unknown,Injection,Sandoz Inc.,2026-01-13,New,Rheumatology,2026,1,1,1,8,8,103,0,19,54.42340654987217,57.16688188875189,1,233.34352985988454,1.0425685105735814,10.350285092602675
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,20.813526456962677,50.14853799576925,0,634.9144212617341,6.929121018938451,34.4701135952963
Methotrexate Injection,To Be Discontinued,Unknown,Unknown,Injection,"Assertio Specialty Pharmaceuticals, LLC",2025-08-29,New,Rheumatology,2025,8,1,139,8,8,14,0,19,11.618545226801668,39.53237040236211,0,30.0,6.792623535811732,26.775569748360155
Naltrexone Hydrochloride Tablet,Resolved,Unknown,Unknown,Tablet,SpecGx LLC,2024-02-29,Revised,Analgesia/Addiction,2024,2,0,154,8,24,109,2,0,45.79809374792153,71.4116964864252,0,341.38595852965466,4.8791532727646665,29.09485883012431
Ropivacaine Hydrochloride Injection,Current,Unavailable,Delay in shipping of the drug,Injection,"Fresenius Kabi USA, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,0,8,42,1,1,12.887689205262717,48.08791713665703,1,203.82535014929272,2.3860753657566622,10.64072875638098
"Testosterone Gel; Gel, Metered",To Be Discontinued,Unknown,Unknown,"Gel; Gel, Metered","Actavis Pharma, Inc.",2025-06-16,New,Urology,2025,6,1,224,8,6,2,0,22,61.520194270938724,1.7244665210826469,0,809.131401358143,6.806372094546328,0.0
Bosentan Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Actelion Pharmaceuticals,2025-06-09,New,Cardiovascular,2025,6,1,28,8,24,3,0,4,38.558517426785386,20.421897842445947,0,661.7918625589715,5.5249388684875695,19.67897753136203
Esterified Estrogens Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Pfizer Inc.,2025-07-29,New,Endocrinology/Metabolism,2025,7,1,80,8,24,92,0,6,15.241771837085947,40.91139345175956,0,68.59838088458122,0.952121010416298,19.74079795908056
Arsenic Trioxide Injection,To Be Discontinued,Unknown,Unknown,Injection,Ingenus Pharmaceuticals LLC,2026-02-24,New,Oncology,2026,2,1,16,8,8,58,0,11,68.14616426531006,51.81997762964221,0,428.8867421826918,2.897932573695256,5.62967138472068
Carboplatin Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-04-28,Reverified,Oncology,2023,4,0,38,8,8,54,1,11,12.885701539933232,43.755053244202294,0,229.68875504700793,6.457164815262099,33.76914787343167
Dopamine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,"Hikma Pharmaceuticals USA, Inc.",2017-11-06,Revised,Cardiovascular,2017,11,0,71,1,8,53,2,4,39.84190744018614,71.81735737546059,1,832.5900178539898,4.343741851302534,19.227058427203392
Haloperidol Decanoate Injection,To Be Discontinued,Unknown,Unknown,Injection,Janssen Pharmaceuticals,2025-04-07,New,Psychiatry,2025,4,1,102,8,8,60,0,15,30.98585160812984,2.075758991150252,0,945.0334516788786,7.257948683335976,7.863910070863216
"Potassium Citrate Tablet, Extended Release",To Be Discontinued,Unknown,Unknown,Tablet,Watson Pharma Private Limited,2025-07-17,New,Renal,2025,7,1,189,8,24,126,0,17,51.03482578797596,48.15893460311352,1,30.0,2.975059913054811,28.77607016576122
Tamsulosin Hydrochloride Capsule,To Be Discontinued,Unknown,Unknown,Capsule,Sandoz Inc.,2025-04-10,New,Urology,2025,4,1,220,8,0,103,0,22,56.23022393453705,5.0044570414825955,0,789.3460410335183,1.0003141232556994,29.17430001669065
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2018-02-20,Reverified,Anesthesia,2018,2,0,31,8,8,54,1,1,25.64008298131533,61.7136705006517,1,211.84637575980173,10.580807846830213,9.254780912961495
Carboplatin Injection,Current,Available,Unknown,Injection,"Teva Pharmaceuticals USA, Inc.",2023-04-28,Revised,Oncology,2023,4,0,38,8,8,117,2,11,9.931642593076331,42.921908282275936,1,411.4791295482383,0.0,38.50087898614071
