generic_name,status,therapeutic_category,company_name,year,month,shortage_reason,production_drop_3m,import_dependency,risk_prediction,risk_label
Bosentan Tablet,To Be Discontinued,Cardiovascular,Actelion Pharmaceuticals,2025,6,Unknown,38.558517426785386,20.421897842445947,0,Not At Risk
Esterified Estrogens Tablet,To Be Discontinued,Endocrinology/Metabolism,Pfizer Inc.,2025,7,Unknown,15.241771837085947,40.91139345175956,1,At Risk
Arsenic Trioxide Injection,To Be Discontinued,Oncology,Ingenus Pharmaceuticals LLC,2026,2,Unknown,68.14616426531006,51.81997762964221,1,At Risk
Carboplatin Injection,Current,Oncology,"Hospira, Inc., a Pfizer Company",2023,4,Unknown,12.885701539933232,43.75505324420229,0,Not At Risk
Dopamine Hydrochloride Injection,Current,Cardiovascular,"Hikma Pharmaceuticals USA, Inc.",2017,11,Demand increase for the drug,39.84190744018614,71.81735737546059,1,At Risk
Haloperidol Decanoate Injection,To Be Discontinued,Psychiatry,Janssen Pharmaceuticals,2025,4,Unknown,30.98585160812984,2.075758991150252,1,At Risk
"Potassium Citrate Tablet, Extended Release",To Be Discontinued,Renal,Watson Pharma Private Limited,2025,7,Unknown,51.03482578797596,48.15893460311352,1,At Risk
Tamsulosin Hydrochloride Capsule,To Be Discontinued,Urology,Sandoz Inc.,2025,4,Unknown,56.23022393453705,5.004457041482596,1,At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,25.64008298131533,61.7136705006517,0,Not At Risk
Carboplatin Injection,Current,Oncology,"Teva Pharmaceuticals USA, Inc.",2023,4,Unknown,9.931642593076331,42.921908282275936,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Aurobindo Pharma USA,2022,10,Shortage of an active ingredient,34.19944285878233,54.2314193845306,0,Not At Risk
Lincomycin Hydrochloride Injection,To Be Discontinued,Anti-Infective,"XGen Pharmaceuticals DJB, Inc.",2026,3,Unknown,11.445692604957877,25.994574867025147,1,At Risk
Sodium Bicarbonate Injection,To Be Discontinued,Endocrinology/Metabolism,"Hospira, Inc., a Pfizer Company",2025,11,Unknown,65.26774495053246,73.14822849647052,1,At Risk
"Topiramate Capsule, Extended Release",To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,27.730706621654747,67.91794260929473,1,At Risk
"Cefotaxime Sodium Powder, for Solution",Current,Anti-Infective,"SteriMax, Inc.",2015,2,Unknown,17.693568973757827,57.83797466626153,0,Not At Risk
Clonazepam Tablet,Current,Neurology,Rubicon Research Private Limited,2023,3,Unknown,28.693606117298167,42.1506205690043,0,Not At Risk
Desipramine Hydrochloride Tablet,To Be Discontinued,Psychiatry,"Avet Pharmaceuticals, Inc.",2025,8,Unknown,0.0,57.75686027649291,1,At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,HQ Specialty Pharma,2020,4,Unknown,5.56771922978697,29.448363504278326,0,Not At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2012,1,Other,49.00827815888851,63.82222449845567,0,Not At Risk
Hydrocortisone Sodium Succinate Injection,Resolved,Dermatology,Cipla Limited,2023,3,Unknown,11.862114420572086,81.28857967512627,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Solco Healthcare US, LLC",2023,7,Shortage of an active ingredient,4.061780346361207,68.5534323195421,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Vertical Pharmaceuticals, LLC",2023,7,Unknown,35.73305505054572,28.94874566423699,0,Not At Risk
Nilutamide Tablet,To Be Discontinued,Oncology,Advanz Pharma (US) Corp.,2025,12,Unknown,48.71408309325994,52.95118098000826,1,At Risk
Sodium Chloride 0.9% Injection,To Be Discontinued,Gastroenterology,"Hospira, Inc., a Pfizer Company",2025,12,Unknown,39.379066213301336,16.55088603730975,1,At Risk
Clonazepam Tablet,Current,Neurology,Rubicon Research Private Limited,2023,3,Unknown,44.92095371611633,57.59258684586487,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,"Avet Pharmaceuticals, Inc.",2020,4,Unknown,9.864098228610786,54.91327508297586,0,Not At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2017,11,Unknown,0.0,3.864040530292392,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Unknown,55.02667303910974,19.440755433928,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Elite Laboratories, Inc.",2023,7,Shortage of an active ingredient,18.546403223157284,38.77094427163712,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Solco Healthcare US, LLC",2023,7,Shortage of an active ingredient,19.983339670899053,38.38108556290182,0,Not At Risk
Peritoneal Dialysis Solution,To Be Discontinued,Renal,Fresenius Medical Care North America,2026,3,Unknown,51.56388283698116,18.391507420786283,1,At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2023,2,Unknown,36.1246001880132,53.55753204574804,1,At Risk
Cromolyn Sodium Concentrate,Current,Pulmonary/Allergy,"Rising Pharma Holdings, Inc.",2023,11,Demand increase for the drug,34.11775544163216,50.53241939669127,0,Not At Risk
"Divalproex Sodium Tablet, Delayed Release",To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,68.30004689802168,40.726079096472574,1,At Risk
Dobutamine Hydrochloride Injection,Current,Cardiovascular,"Hospira, Inc., a Pfizer Company",2017,11,Other,12.12963539239714,28.372586996516016,0,Not At Risk
Etomidate Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2022,10,Unknown,43.55680256162474,68.07155678116439,0,Not At Risk
Hydrocortisone Sodium Succinate Injection,Resolved,Pulmonary/Allergy,"Hospira, Inc., a Pfizer Company",2023,3,Unknown,26.14026249794169,81.4189564879425,0,Not At Risk
Midazolam Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2020,4,Other,30.371845577265137,34.361647355376185,0,Not At Risk
Baclofen Tablet,To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,55.56936852825064,31.532327822593945,1,At Risk
Bumetanide Tablet,To Be Discontinued,Cardiovascular,"Upsher-Smith Laboratories, LLC",2025,5,Unknown,35.15671512579247,55.80656863906392,1,At Risk
Midazolam Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2020,4,Unknown,35.76592158099266,37.123353645566304,0,Not At Risk
Peritoneal Dialysis Solution,To Be Discontinued,Renal,Fresenius Medical Care North America,2026,3,Unknown,46.45014674619604,41.93326158540885,1,At Risk
Podofilox Topical Gel,To Be Discontinued,Dermatology,AbbVie Inc.,2026,1,Unknown,17.700945409142292,61.27236933794277,0,Not At Risk
"Divalproex Sodium Tablet, Delayed Release",To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,8.215806653219872,2.994166074839555,1,At Risk
Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2018,6,Other,4.103816119579328,74.00265114675872,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Amneal Pharmaceuticals,2023,7,Shortage of an active ingredient,0.0,46.59897153524551,0,Not At Risk
Nebivolol Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Torrent Pharmaceuticals Limited,2026,3,Unknown,66.12414259880644,35.94715081963204,1,At Risk
Methotrexate Sodium Injection,Current,Rheumatology,"Hikma Pharmaceuticals USA, Inc.",2023,3,Unknown,2.9358326855663397,43.03684860712812,0,Not At Risk
Phenobarbital Tablet,To Be Discontinued,Analgesia/Addiction,"Endo Pharmaceuticals, Inc.",2025,10,Unknown,20.57492752828456,44.17344581045141,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,SpecGx LLC,2022,10,Unknown,19.463734002221585,6.913571324211638,0,Not At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Pfizer Inc.,2021,12,Unknown,31.14813395618201,77.88864100397119,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,"Hospira, Inc., a Pfizer Company",2020,4,Unknown,41.314744250785935,45.909163909953605,0,Not At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2017,10,Other,42.2094697671949,54.74604686984225,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,3,Unknown,13.338451228621231,65.93409495262894,0,Not At Risk
Clindamycin Phosphate Injection,Current,Anti-Infective,Pfizer Inc.,2023,3,Demand increase for the drug,21.65756572427177,22.5344259336734,0,Not At Risk
Naltrexone Hydrochloride Tablet,Resolved,Analgesia/Addiction,"Elite Laboratories, Inc.",2024,2,Unknown,30.651599009765995,55.41638177877503,0,Not At Risk
Eszopiclone Tablet,To Be Discontinued,Neurology,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,20.02617747632906,39.111896000226544,1,At Risk
Obeticholic Acid Tablet,To Be Discontinued,Gastroenterology,Intercept Pharmaceuticals,2025,9,Unknown,57.146911520399854,63.628957054762864,1,At Risk
Etomidate Injection,Current,Anesthesia,"Hikma Pharmaceuticals USA, Inc.",2022,10,Demand increase for the drug,34.81949903276502,0.0,0,Not At Risk
Clonazepam Tablet,Current,Neurology,Aurobindo Pharma USA,2023,3,Unknown,39.69755572099635,42.819925394692085,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Granules Pharmaceuticals Inc.,2022,10,Unknown,38.257625373348255,31.73794557275284,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Sandoz Inc.,2022,10,Shortage of an active ingredient,48.4694771497065,54.50978491395142,0,Not At Risk
Obeticholic Acid Tablet,To Be Discontinued,Gastroenterology,Intercept Pharmaceuticals,2025,9,Unknown,28.620431174074135,55.340972122100446,1,At Risk
"Potassium Chloride Capsule, Extended Release",To Be Discontinued,Endocrinology/Metabolism,"Teva Pharmaceuticals USA, Inc.",2025,5,Unknown,0.0,29.432230313915426,1,At Risk
Valproate Sodium Injection,Current,Neurology,"Fresenius Kabi USA, LLC",2020,12,Unknown,32.99375903505283,29.332174988127043,0,Not At Risk
Clindamycin Phosphate Injection,Current,Anti-Infective,Sagent Pharmaceuticals,2023,3,Unknown,11.97286212416342,42.56536189173875,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Pfizer Inc.,2020,4,Other,14.427666365004864,25.27387099906542,1,At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Hikma Pharmaceuticals USA, Inc.",2023,7,Shortage of an active ingredient,36.72728037510186,63.52364129994679,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Teva Pharmaceuticals USA, Inc.",2023,7,Other,49.76566142867272,36.87744159015618,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,3,Unknown,25.425431534721238,0.0,0,Not At Risk
Morphine Sulfate Injection,To Be Discontinued,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2025,7,Unknown,31.176660251979275,36.75391475432026,1,At Risk
Everolimus Tablet,To Be Discontinued,Transplant,"Teva Pharmaceuticals USA, Inc.",2026,3,Unknown,59.04429889270476,22.152035941432608,1,At Risk
Adalimumab-adaz Injection,To Be Discontinued,Rheumatology,Sandoz Inc.,2026,1,Unknown,29.815063589771366,9.1119320598592,1,At Risk
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,77.0336622836079,17.776613959103404,0,Not At Risk
Docetaxel Injection,To Be Discontinued,Oncology,Pfizer Inc.,2025,6,Unknown,36.31019291263088,47.40698638032534,1,At Risk
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Anesthesia,"Fresenius Kabi USA, LLC",2016,10,Unknown,0.0,74.23009822146108,0,Not At Risk
Lasmiditan Succinate Tablet,To Be Discontinued,Neurology,Eli Lilly and Co.,2025,11,Unknown,40.06683242209065,51.89005842502956,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Demand increase for the drug,32.62316769765555,31.656925459253728,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Solco Healthcare US, LLC",2023,7,Shortage of an active ingredient,50.79505508165491,55.02989229375546,1,At Risk
Clindamycin Palmitate Hydrochloride Injection,To Be Discontinued,Anti-Infective,Amneal Pharmaceuticals,2026,2,Unknown,38.46362702539917,34.90001317518218,1,At Risk
Clonazepam Tablet,Current,Neurology,Rubicon Research Private Limited,2023,3,Unknown,22.230880320324523,29.71879187841082,0,Not At Risk
Desonide Cream,To Be Discontinued,Dermatology,"Actavis Pharma, Inc.",2025,5,Unknown,0.5140352742126844,19.604021298874343,1,At Risk
Dobutamine Hydrochloride Injection,Current,Cardiovascular,"Hospira, Inc., a Pfizer Company",2017,11,Unknown,20.819534854279496,6.459766251462177,0,Not At Risk
"Propafenone Hydrochloride Capsule, Extended Release",To Be Discontinued,Cardiovascular,"Upsher-Smith Laboratories, LLC",2025,5,Unknown,7.989590915813999,36.4216784556922,1,At Risk
Sodium Chloride 0.9% Injection,To Be Discontinued,Gastroenterology,"Hospira, Inc., a Pfizer Company",2025,12,Unknown,13.389531003905546,48.4771767782429,1,At Risk
"Topiramate Capsule, Extended Release",To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,36.7715680884122,42.87427925967243,0,Not At Risk
Docetaxel Injection,To Be Discontinued,Oncology,Pfizer Inc.,2025,6,Unknown,58.39809008702812,35.84872758515811,1,At Risk
Etomidate Injection,Current,Anesthesia,"Mylan Institutional, a Viatris Company",2022,10,Unknown,32.89343059645962,24.19358666467081,1,At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2012,1,Other,1.082338759296313,58.38141621706931,0,Not At Risk
Hydrocortisone Sodium Succinate Injection,Resolved,Pulmonary/Allergy,"Hospira, Inc., a Pfizer Company",2023,3,Unknown,33.89205336440281,16.02309776117513,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Amneal Pharmaceuticals,2023,7,Shortage of an active ingredient,48.93262973291302,62.07261410455646,0,Not At Risk
Nebivolol Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Torrent Pharmaceuticals Limited,2026,3,Unknown,12.804341913612356,22.95122558361205,1,At Risk
Phenobarbital Tablet,To Be Discontinued,Analgesia/Addiction,"Endo Pharmaceuticals, Inc.",2025,10,Unknown,22.319656666541647,28.44642477823323,1,At Risk
Pilocarpine Hydrochloride Ophthalmic Solution,To Be Discontinued,Ophthalmology,AbbVie Inc.,2026,3,Unknown,25.293763894583943,12.730725806455103,1,At Risk
Sodium Bicarbonate Injection,Current,Endocrinology/Metabolism,"Fresenius Kabi USA, LLC",2017,7,Unknown,9.3020337383552,33.969152768516,0,Not At Risk
Ursodiol Tablet,To Be Discontinued,Other,"Teva Pharmaceuticals USA, Inc.",2025,3,Unknown,37.96560867687718,66.45687408651554,1,At Risk
Cefepime Hydrochloride Injection,To Be Discontinued,Anti-Infective,"Fresenius Kabi USA, LLC",2026,2,Unknown,22.581037027844367,56.34381794576704,0,Not At Risk
Heparin Sodium Injection,Current,Hematology,"Hospira, Inc., a Pfizer Company",2017,11,Unknown,33.39064887814055,66.52528646461677,1,At Risk
Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Gland Pharma Limited,2018,6,Unknown,7.250156443957998,56.48713601054659,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Epic Pharma, LLC",2022,10,Demand increase for the drug,16.250833993531792,20.71926377233188,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Trigen Laboratories, LLC",2023,7,Demand increase for the drug,39.44762715655543,37.72263706479374,0,Not At Risk
Oxaprozin Tablet,To Be Discontinued,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2025,7,Unknown,17.54333695816466,27.83561915941582,1,At Risk
Ramelteon Tablet,To Be Discontinued,Psychiatry,Takeda Pharmaceuticals USA Inc.,2026,3,Unknown,59.5392770246681,74.27264788885888,1,At Risk
Bumetanide Injection,Current,Cardiovascular,Mullan Pharmaceutical Inc.,2017,12,Unknown,17.007276287707953,18.670649778621147,0,Not At Risk
Everolimus Tablet,To Be Discontinued,Transplant,"Teva Pharmaceuticals USA, Inc.",2026,3,Unknown,29.49369451503772,64.66134916656044,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Elite Laboratories, Inc.",2022,10,Shortage of an active ingredient,43.6518166374618,64.64498514239293,0,Not At Risk
Itraconazole Capsule,To Be Discontinued,Anti-Infective,Janssen Pharmaceuticals,2026,2,Unknown,0.0,85.25164443775392,1,At Risk
Levothyroxine Sodium Tablet,To Be Discontinued,Endocrinology/Metabolism,"EMD Serono, Inc.",2025,7,Unknown,0.0,35.986894962151055,1,At Risk
Promethazine Hydrochloride Injection,Current,Analgesia/Addiction,"XGen Pharmaceuticals DJB, Inc.",2023,11,Demand increase for the drug,0.0,60.67108751076357,1,At Risk
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Anesthesia,"Fresenius Kabi USA, LLC",2016,10,Unknown,50.25168206854365,95.19634040385456,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,Accord Healthcare Inc.,2020,4,Requirements related to complying with good manufacturing practices,13.962837082151063,31.411883107458674,0,Not At Risk
Fluphenazine Hydrochloride Tablet,To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,9,Unknown,76.16398571336504,11.229114554288088,1,At Risk
Methotrexate Sodium Injection,Current,Rheumatology,Accord Healthcare Inc.,2023,3,Unknown,13.715048026852228,3.6397792540292,1,At Risk
Etomidate Injection,Current,Anesthesia,Gland Pharma Limited,2022,10,Unknown,28.69102606394074,60.67966463494929,0,Not At Risk
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,55.84219905135751,3.570695422711154,0,Not At Risk
Dextrose Monohydrate 10% Injection,Current,Endocrinology/Metabolism,Otsuka ICU Medical LLC,2022,3,Unknown,65.12185776318246,36.8089808353657,0,Not At Risk
Phenobarbital Tablet,To Be Discontinued,Analgesia/Addiction,"Endo Pharmaceuticals, Inc.",2025,10,Unknown,66.23007153272795,54.62089011485713,1,At Risk
Furosemide Injection,Current,Cardiovascular,"Avet Pharmaceuticals, Inc.",2020,4,Other,49.16732461186285,49.07386181025811,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Unknown,45.48125051622925,54.35978701205179,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Rhodes Pharmaceuticals L.P.,2023,7,Unknown,36.85053898402366,49.89037682761879,1,At Risk
Pemetrexed Disodium Injection,To Be Discontinued,Oncology,Eli Lilly and Co.,2025,10,Unknown,40.56722152333276,73.13504789289465,1,At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"XGen Pharmaceuticals DJB, Inc.",2023,2,Demand increase for the drug,13.97628567342933,24.049039623746467,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,8.636022331553857,30.10610695391231,0,Not At Risk
Fluphenazine Hydrochloride Tablet,To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,9,Unknown,24.93251085178096,28.001492204041877,1,At Risk
Hydrocortisone Sodium Succinate Injection,Resolved,Pulmonary/Allergy,"Hospira, Inc., a Pfizer Company",2023,3,Unknown,21.596307549501432,63.26421986097742,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Discontinuation of the manufacture of the drug,15.935439013454497,64.8087689446914,0,Not At Risk
Minocycline Hydrochloride Capsule,To Be Discontinued,Anti-Infective,"Teva Pharmaceuticals USA, Inc.",2025,5,Unknown,38.92774894913431,54.926957025007184,1,At Risk
Dopamine Hydrochloride Injection,Current,Cardiovascular,"Hospira, Inc., a Pfizer Company",2017,11,Unknown,44.106104171410216,71.03686067157841,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Sunrise Pharmaceutical, Inc.",2022,10,Unknown,26.768137725836947,19.083100917719623,0,Not At Risk
"Potassium Chloride Tablet, Extended Release",To Be Discontinued,Endocrinology/Metabolism,"Teva Pharmaceuticals USA, Inc.",2025,11,Unknown,54.55060162110524,81.67893045412501,1,At Risk
"Cefotaxime Sodium Powder, for Solution",Current,Anti-Infective,"Hikma Pharmaceuticals USA, Inc.",2015,2,Demand increase for the drug,2.1662177173299,78.51124967766968,0,Not At Risk
Meperidine Hydrochloride Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2025,5,Other,21.12681081440564,61.18368393940643,0,Not At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Pfizer Inc.,2021,12,Unknown,10.663553587943902,84.19957599296332,0,Not At Risk
Baclofen Tablet,To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,0.0,8.554289431088975,1,At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2017,10,Other,23.34638628314601,33.46214100222166,0,Not At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2012,1,Unknown,22.565049832334328,28.82332386499705,0,Not At Risk
Mirikizumab-mrkz Injection,To Be Discontinued,Gastroenterology,Eli Lilly and Co.,2025,12,Unknown,55.26899486484262,60.87254512266155,1,At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,3,Unknown,37.61623369109555,21.8969037287528,0,Not At Risk
Carboplatin Injection,Current,Oncology,"Hospira, Inc., a Pfizer Company",2023,4,Unknown,4.5162635134159,61.66489328542468,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,6,Demand increase for the drug,62.08185132668377,75.1517951679277,0,Not At Risk
Carboplatin Injection,To Be Discontinued,Oncology,Teyro Labs,2025,3,Unknown,49.42067391050706,60.29446380184798,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Sun Pharmaceutical Industries, Inc.",2023,7,Unknown,36.64195406937232,51.242522520553024,1,At Risk
Amino Acid Injection,Current,Gastroenterology,Baxter Healthcare,2020,12,Unknown,20.47031802300336,23.26678650018352,1,At Risk
"Potassium Chloride Tablet, Extended Release",To Be Discontinued,Endocrinology/Metabolism,"Upsher-Smith Laboratories, LLC",2025,7,Unknown,5.811215265530404,26.369278745241974,1,At Risk
Rifampin Injection,Current,Anti-Infective,"Fresenius Kabi USA, LLC",2021,2,Unknown,17.55586447857894,72.49161591652667,0,Not At Risk
"Carbamazepine Capsule, Extended Release",To Be Discontinued,Neurology,Takeda Pharmaceuticals USA Inc.,2025,12,Unknown,46.77497239408372,62.14567808591731,0,Not At Risk
Pemetrexed Disodium Injection,To Be Discontinued,Oncology,Eli Lilly and Co.,2025,10,Unknown,62.69172611869218,44.14157057369403,1,At Risk
Flurazepam Hydrochloride Capsule,Current,Neurology,Chartwell Molecular Holdings LLC,2022,8,Unknown,55.86487056544378,35.805989993150405,0,Not At Risk
Pilocarpine Hydrochloride Ophthalmic Solution,To Be Discontinued,Ophthalmology,AbbVie Inc.,2026,3,Unknown,15.223011564274518,0.4322267915497093,0,Not At Risk
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Anesthesia,"Fresenius Kabi USA, LLC",2016,10,Demand increase for the drug,2.6076513342197742,21.441246788942347,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,27.81772493822408,87.05121991707392,0,Not At Risk
Levothyroxine Sodium Tablet,To Be Discontinued,Endocrinology/Metabolism,"EMD Serono, Inc.",2025,7,Unknown,0.0,16.829977437945733,1,At Risk
Naltrexone Hydrochloride Tablet,Resolved,Analgesia/Addiction,"Sun Pharmaceutical Industries, Inc.",2024,2,Unknown,31.46335428369563,49.16855606686377,0,Not At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"XGen Pharmaceuticals DJB, Inc.",2023,2,Unknown,22.047948274026627,67.16376741029437,1,At Risk
Sodium Oxybate Solution,To Be Discontinued,Psychiatry,Amneal Pharmaceuticals,2025,12,Unknown,15.679269962635155,17.391701303949567,1,At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,0.0,49.06363044518383,0,Not At Risk
Amino Acid Injection,Current,Gastroenterology,B. Braun Medical Inc.,2020,12,Unknown,35.27200213139433,65.63414182523441,0,Not At Risk
Celecoxib Capsule,To Be Discontinued,Analgesia/Addiction,"Teva Pharmaceuticals USA, Inc.",2025,8,Unknown,14.345983206761773,45.27498508195951,1,At Risk
Amino Acid Injection,Current,Gastroenterology,Baxter Healthcare,2020,12,Unknown,1.6016632857942383,100.0,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Pfizer Inc.,2020,4,Other,0.0,8.290816304679701,0,Not At Risk
Doxycycline Hyclate Tablet,To Be Discontinued,Anti-Infective,"Teva Pharmaceuticals USA, Inc.",2025,5,Unknown,24.449701898987275,68.29202765744533,1,At Risk
Heparin Sodium Injection,Current,Hematology,Baxter Healthcare,2017,11,Unknown,60.44503193339488,41.19836177727778,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Hikma Pharmaceuticals USA, Inc.",2023,7,Shortage of an active ingredient,58.2251842909574,61.98224340640685,0,Not At Risk
Naltrexone Hydrochloride Tablet,Resolved,Analgesia/Addiction,Chartwell Molecular Holdings LLC,2024,2,Unknown,15.858074868274564,54.70875733738341,0,Not At Risk
Sodium Bicarbonate Injection,To Be Discontinued,Endocrinology/Metabolism,"Hospira, Inc., a Pfizer Company",2025,11,Unknown,12.955758792764389,28.870563663580075,0,Not At Risk
Tobramycin Solution,To Be Discontinued,Pulmonary/Allergy,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,34.375485121500475,50.03792063410548,1,At Risk
Hydrochlorothiazide Capsule,To Be Discontinued,Cardiovascular,"Teva Pharmaceuticals USA, Inc.",2025,11,Unknown,5.032291216234171,4.126168069237679,1,At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Lannett Company, Inc.",2023,7,Unknown,31.03583799638932,58.271445012570666,1,At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Pfizer Inc.,2021,12,Unknown,40.32160556769381,51.55948625179156,0,Not At Risk
